1.100000	1.400000	1.400000	1.400000	1.300000	1.300000	1.300000	1.300000	1.300000	1.300000	1.300000	1.300000	2.000000	2.000000	2.000000	2.000000	1.200000	1.200000	1.200000	1.200000	1.400000	0.000000	0.000000	
1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.900029	
415.000000	59.000000	50.000000	51.000000	1159.000000	8411.310000	0.010000	103.530000	81.240000	870848.580000	2.800000	48380.480000	359.000000	35.000000	9.000000	10.000000	47.000000	106.000000	692.000000	467.000000	106.000000	1.000000	29.326134	
230.000000	33.000000	10.000000	16.000000	575.000000	3732.820000	0.030000	39.820000	93.740000	148644.060000	1.240000	8258.000000	174.000000	15.000000	34.000000	5.000000	23.000000	67.000000	343.000000	232.000000	65.000000	1.000000	8.239955	
175.000000	26.000000	12.000000	13.000000	500.000000	3123.960000	0.030000	29.480000	105.960000	92103.070000	1.040000	5116.840000	142.000000	7.000000	19.000000	4.000000	18.000000	58.000000	310.000000	190.000000	51.000000	1.000000	6.589130	
163.000000	16.000000	13.000000	11.000000	440.000000	2714.770000	0.030000	32.250000	84.140000	87589.650000	0.900000	4866.090000	139.000000	2.000000	20.000000	0.000000	19.000000	53.000000	260.000000	180.000000	31.000000	1.000000	6.457352	
152.000000	11.000000	6.000000	11.000000	432.000000	2629.780000	0.030000	31.680000	83.010000	83311.560000	0.880000	4628.420000	114.000000	18.000000	17.000000	0.000000	18.000000	50.000000	256.000000	176.000000	21.000000	1.000000	6.332445	
3.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	
14.000000	2.000000	1.000000	2.000000	22.000000	88.000000	0.170000	5.790000	15.210000	509.140000	0.030000	28.290000	8.000000	0.000000	1.000000	0.000000	9.000000	7.000000	13.000000	9.000000	3.000000	0.000000	0.000000	
10.000000	2.000000	1.000000	2.000000	18.000000	64.530000	0.140000	7.000000	9.220000	451.710000	0.020000	25.090000	8.000000	0.000000	0.000000	0.000000	8.000000	4.000000	11.000000	7.000000	3.000000	0.000000	0.000000	
8.000000	1.000000	1.000000	1.000000	10.000000	31.700000	0.500000	2.000000	15.850000	63.400000	0.010000	3.520000	3.000000	0.000000	0.000000	1.000000	4.000000	5.000000	5.000000	5.000000	1.000000	0.000000	0.000000	
6.000000	1.000000	1.000000	1.000000	5.000000	11.610000	0.670000	1.500000	7.740000	17.410000	0.000000	0.970000	2.000000	0.000000	2.000000	0.000000	3.000000	2.000000	3.000000	2.000000	1.000000	0.000000	0.000000	
14.000000	2.000000	1.000000	1.000000	11.000000	36.540000	0.270000	3.750000	9.740000	137.030000	0.010000	7.610000	3.000000	9.000000	0.000000	0.000000	6.000000	4.000000	6.000000	5.000000	3.000000	0.000000	0.000000	
4.000000	1.000000	1.000000	1.000000	9.000000	25.270000	0.670000	1.500000	16.840000	37.900000	0.010000	2.110000	2.000000	0.000000	0.000000	0.000000	3.000000	4.000000	5.000000	4.000000	1.000000	0.000000	0.000000	
2.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.000000	2.000000	3.000000	2.000000	1.000000	0.000000	0.000000	
2.000000	1.000000	1.000000	1.000000	5.000000	11.610000	0.670000	1.500000	7.740000	17.410000	0.000000	0.970000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	0.000000	
39.000000	4.000000	1.000000	2.000000	83.000000	429.100000	0.050000	19.000000	22.580000	8152.970000	0.140000	452.940000	29.000000	1.000000	7.000000	0.000000	19.000000	17.000000	49.000000	34.000000	7.000000	0.000000	0.000000	
